area_quemada;clase_incendio;mes_incendio;vegetacion;Prec_pre_30;Prec_pre_15;Prec_pre_7;Prec_cont
40.0;C;Marzo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
0.6;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Febrero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Junio;Pradera_estepa;0.0;0.0;0.0;0.0
1.0;B;Junio;Bosque tropical perennifolio secundario;37.7;34.8;0.0;113.8
45.0;C;Enero;Matorral abierto;15.2;0.0;0.0;0.0
0.84;B;Septiembre;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Agosto;Pradera_estepa;149.3;112.7;17.5;209.2
28.0;C;Septiembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
26.2;C;Septiembre;Bosque tropical perennifolio secundario;13.5;0.0;0.0;0.0
26.0;C;Noviembre;Bosque tropical perennifolio secundario;1.1;0.8;0.8;51.3
6.0;B;Mayo;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Abril;Matorral abierto;137.9;72.3;14.3;54.3
2.0;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Octubre;Bosque templado;111.8;61.4;52.8;0.0
10.0;C;Julio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
12.0;C;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Septiembre;Matorral abierto;11.8;1.9;1.9;2.3
40.0;C;Diciembre;Matorral abierto;0.0;0.0;0.0;0.0
76.0;C;Marzo;Desierto polar_roca;5.9;0.0;0.0;0.0
2.0;B;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
4.6;B;Julio;Matorral abierto;35.1;4.6;1.5;0.0
2.5;B;Junio;Pradera_estepa;1.8;0.0;0.0;2.5
5.0;B;Abril;Pradera_estepa;32.8;29.0;14.2;53.7
105.0;D;Junio;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Julio;Matorral abierto;70.0;65.7;8.1;101.7
2.11;B;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Marzo;Desierto polar_roca;67.5;17.8;5.6;0.0
8.0;B;Noviembre;Desierto polar_roca;0.0;0.0;0.0;0.0
5.0;B;Agosto;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
5.0;B;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
15.0;C;Abril;Matorral abierto;5.4;0.3;0.0;87.6
3.46;B;Octubre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.19;B;Abril;Pradera_estepa;131.7;35.8;34.2;10.2
15.0;C;Noviembre;Desierto polar_roca;74.3;71.9;8.4;0.0
1.0;B;Abril;Desierto polar_roca;10.7;3.1;0.3;0.0
1.0;B;Junio;Bosque tropical perennifolio secundario;145.0;16.6;13.5;36.9
0.8;B;Abril;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Enero;Matorral abierto;0.0;0.0;0.0;0.0
6.0;B;Mayo;Bosque tropical perennifolio;1.3;0.5;0.5;0.0
0.6;B;Agosto;Desierto polar_roca;0.0;0.0;0.0;0.0
30.0;C;Noviembre;Bosque tropical perennifolio secundario;29.9;1.3;1.3;3.5
2.0;B;Junio;Bosque tropical perennifolio;1.3;1.3;1.3;2.3
2.36;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Septiembre;Desierto;0.0;0.0;0.0;0.0
22.0;C;Noviembre;Bosque tropical perennifolio secundario;0.3;0.0;0.0;144.4
1.0;B;Abril;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Septiembre;Matorral abierto;0.0;0.0;0.0;0.0
1.5;B;Mayo;Matorral abierto;43.0;2.0;0.0;49.5
4.57;B;Diciembre;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Agosto;Matorral abierto;71.8;14.7;0.0;0.0
0.85;B;Abril;Pradera_estepa;140.0;38.4;0.0;0.0
2.0;B;Septiembre;Matorral abierto;0.0;0.0;0.0;0.0
20.0;C;Agosto;Desierto polar_roca;0.0;0.0;0.0;0.0
40.0;C;Febrero;Bosque tropical perennifolio secundario;47.5;0.3;0.3;104.1
0.7;B;Noviembre;Desierto polar_roca;0.0;0.0;0.0;0.0
1.1;B;Julio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
10.0;C;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
3.0;B;Junio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Septiembre;Desierto polar_roca;66.0;4.0;0.6;0.0
26.0;C;Julio;Bosque templado;0.5;0.0;0.0;0.3
4.7;B;Marzo;Matorral abierto;18.1;0.8;0.8;0.0
0.8;B;Junio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Marzo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
10.0;C;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
3.0;B;Octubre;Matorral abierto;29.7;0.0;0.0;0.0
5.0;B;Julio;Bosque tropical perennifolio secundario;58.0;26.0;3.0;57.8
1.0;B;Noviembre;Bosque tropical perennifolio secundario;0.6;0.3;0.0;11.2
5.84;B;Febrero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Julio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
45.0;C;Mayo;Bosque tropical perennifolio secundario;60.8;16.0;0.0;107.0
5.0;B;Diciembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
5.0;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
20.0;C;Mayo;Pradera_estepa;22.4;14.4;0.8;0.0
2.0;B;Octubre;Matorral abierto;43.0;17.1;0.0;217.4
8.0;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
45.0;C;Marzo;Desierto polar_roca;0.3;0.0;0.0;0.5
904.0;E;Marzo;Bosque tropical perennifolio;61.7;5.3;5.3;0.0
25.0;C;Febrero;Matorral abierto;1140.2;549.4;0.0;0.0
3.0;B;Mayo;Bosque tropical perennifolio secundario;115.9;26.2;0.0;45.8
3.0;B;Julio;Bosque tropical perennifolio secundario;29.7;27.4;0.0;0.0
1.0;B;Junio;Bosque tropical perennifolio;111.4;52.3;15.9;25.6
10.0;C;Junio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
10.7;C;Mayo;Pradera_estepa;7.7;0.3;0.0;0.0
50.0;C;Noviembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Diciembre;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Septiembre;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Marzo;Desierto polar_roca;78.4;54.0;2.3;240.7
1.0;B;Junio;Matorral abierto;26.4;13.4;1.0;170.7
8.0;B;Julio;Matorral abierto;35.3;6.4;6.4;174.5
1.5;B;Mayo;Pradera_estepa;46.6;26.5;17.9;66.1
6.26;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
809.0;E;Julio;Bosque tropical perennifolio;3.6;0.0;0.0;0.0
25.0;C;Agosto;Bosque tropical perennifolio secundario;68.9;0.0;0.0;233.9
2.77;B;Agosto;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Mayo;Bosque tropical perennifolio;5.8;5.8;0.0;0.0
2.0;B;Abril;Pradera_estepa;0.0;0.0;0.0;35.6
1.5;B;Enero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
20.0;C;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
1.5;B;Septiembre;Bosque tropical perennifolio;59.4;18.2;10.9;0.0
2.0;B;Enero;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Agosto;Matorral abierto;0.0;0.0;0.0;1.3
94.0;C;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
2.17;B;Mayo;Desierto polar_roca;116.7;95.0;2.3;0.0
1.0;B;Agosto;Matorral abierto;4.9;4.9;0.0;0.8
1.0;B;Agosto;Pradera_estepa;22.1;9.1;9.1;90.9
1.0;B;Diciembre;Matorral abierto;9.4;3.6;0.3;0.3
0.7;B;Septiembre;Desierto polar_roca;19.6;2.3;1.8;0.0
5.0;B;Mayo;Desierto polar_roca;76.1;14.8;3.6;0.0
60.0;C;Octubre;Matorral abierto;12.0;0.0;0.0;0.0
10.0;C;Julio;Pradera_estepa;17.9;1.0;0.0;0.0
2.0;B;Enero;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Mayo;Bosque tropical perennifolio;0.3;0.3;0.0;0.0
1.0;B;Enero;Desierto polar_roca;0.0;0.0;0.0;0.0
1.5;B;Agosto;Pradera_estepa;6.9;1.3;0.0;0.0
1.0;B;Noviembre;Bosque tropical perennifolio;18.4;16.8;0.0;228.0
5.0;B;Noviembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
10.0;C;Marzo;Bosque tropical perennifolio secundario;83.4;54.5;38.2;0.0
8.0;B;Noviembre;Desierto polar_roca;101.3;7.6;7.1;0.0
1.04;B;Febrero;Bosque tropical perennifolio secundario;176.2;40.5;26.0;114.1
15.0;C;Abril;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
517.0;E;Mayo;Desierto polar_roca;0.0;0.0;0.0;0.0
1448.5;F;Diciembre;Bosque tropical perennifolio secundario;130.7;14.4;14.4;0.0
100.0;D;Marzo;Bosque tropical perennifolio;133.2;114.9;66.1;0.0
33.0;C;Junio;Matorral abierto;0.0;0.0;0.0;0.0
50.0;C;Marzo;Matorral abierto;21.0;4.0;0.0;0.0
1.0;B;Septiembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
0.8;B;Julio;Matorral abierto;0.0;0.0;0.0;0.0
86.1;C;Marzo;Desierto polar_roca;4.9;0.0;0.0;0.0
1.0;B;Noviembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.5;B;Abril;Desierto polar_roca;143.4;92.0;6.3;163.1
6.0;B;Noviembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.1;B;Marzo;Bosque tropical perennifolio secundario;77.0;24.1;2.8;0.0
4.0;B;Abril;Pradera_estepa;19.5;4.3;2.8;0.0
1.0;B;Agosto;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Agosto;Desierto polar_roca;0.0;0.0;0.0;0.0
5.0;B;Septiembre;Bosque templado;10.7;10.7;10.7;0.0
1.7;B;Abril;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
45.0;C;Junio;Matorral abierto;20.8;4.3;3.3;20.3
1.4;B;Febrero;Desierto polar_roca;0.0;0.0;0.0;0.0
10.0;C;Octubre;Desierto polar_roca;95.4;28.2;20.4;0.0
7.0;B;Octubre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Agosto;Matorral abierto;7.7;0.0;0.0;72.7
1.0;B;Agosto;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Enero;Matorral abierto;2.0;0.0;0.0;0.0
2.5;B;Julio;Matorral abierto;324.7;99.4;26.9;0.0
0.8;B;Febrero;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
3.0;B;Agosto;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
100.0;D;Julio;Matorral abierto;0.0;0.0;0.0;0.0
15.0;C;Febrero;Desierto polar_roca;10.2;9.9;0.0;0.0
2.5;B;Marzo;Pradera_estepa;46.1;6.1;2.3;0.0
0.6;B;Julio;Desierto polar_roca;20.0;10.0;0.0;27.7
269.5;D;Septiembre;Pradera_estepa;18.8;16.5;16.2;0.0
1.83;B;Julio;Matorral abierto;72.7;59.7;3.0;122.3
3.0;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
0.75;B;Abril;Pradera_estepa;83.5;36.3;14.4;95.1
27.0;C;Abril;Matorral abierto;20.4;18.6;0.0;16.0
2.0;B;Junio;Matorral abierto;37.3;15.7;3.3;40.1
0.55;B;Julio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Marzo;Desierto polar_roca;95.1;36.6;8.6;184.9
2.0;B;Enero;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Marzo;Matorral abierto;9.2;4.6;0.0;45.0
34.78;C;Junio;Pradera_estepa;0.0;0.0;0.0;0.0
3.0;B;Septiembre;Pradera_estepa;8.7;7.9;0.0;0.0
1.0;B;Octubre;Bosque tropical perennifolio;35.8;18.8;10.2;39.8
18.0;C;Octubre;Desierto polar_roca;0.0;0.0;0.0;0.0
2.0;B;Abril;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
25.0;C;Enero;Matorral abierto;17.0;14.5;9.9;0.0
1.0;B;Junio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
2.92;B;Abril;Desierto polar_roca;63.4;44.1;31.1;0.0
10.0;C;Septiembre;Bosque tropical perennifolio secundario;23.0;23.0;0.0;82.0
15.0;C;Noviembre;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Agosto;Desierto polar_roca;0.0;0.0;0.0;0.0
3.0;B;Julio;Desierto;0.0;0.0;0.0;0.0
1.5;B;Mayo;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Abril;Desierto polar_roca;130.6;44.2;35.6;15.8
5.0;B;Mayo;Desierto polar_roca;0.0;0.0;0.0;0.0
0.8;B;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Junio;Pradera_estepa;0.0;0.0;0.0;0.0
3.0;B;Noviembre;Bosque tropical perennifolio;26.4;24.9;12.7;310.5
1.0;B;Enero;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Octubre;Matorral abierto;0.0;0.0;0.0;0.0
10.0;C;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Marzo;Matorral abierto;6.4;0.0;0.0;45.0
25.0;C;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
3.0;B;Enero;Matorral abierto;17.1;1.5;0.0;0.0
0.67;B;Abril;Bosque templado;90.2;63.8;17.4;0.0
1.0;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
24.0;C;Marzo;Pradera_estepa;0.0;0.0;0.0;0.0
4.0;B;Enero;Matorral abierto;0.0;0.0;0.0;0.0
51.0;C;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
10.0;C;Marzo;Bosque tropical perennifolio secundario;36.5;4.5;4.5;55.1
2.0;B;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Mayo;Desierto polar_roca;0.0;0.0;0.0;0.0
2.0;B;Febrero;Desierto polar_roca;0.0;0.0;0.0;0.0
1.9;B;Junio;Bosque tropical perennifolio;4.8;2.0;2.0;0.0
8.0;B;Octubre;Matorral abierto;29.3;0.6;0.6;153.8
6.7;B;Febrero;Desierto polar_roca;0.0;0.0;0.0;0.0
4.0;B;Abril;Pradera_estepa;36.1;27.5;1.6;51.2
1.0;B;Enero;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Julio;Desierto polar_roca;0.0;0.0;0.0;0.0
15.0;C;Junio;Bosque tropical perennifolio secundario;99.0;48.2;23.4;154.6
20.0;C;Agosto;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
8.0;B;Marzo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Septiembre;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Mayo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
3.0;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;9.2
20.0;C;Noviembre;Bosque tropical perennifolio;19.4;4.3;1.8;0.0
2.0;B;Junio;Desierto;102.0;0.0;0.0;3.0
2.05;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
8.0;B;Agosto;Desierto polar_roca;17.8;5.4;0.0;7.6
20.0;C;Febrero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
10.0;C;Mayo;Bosque tropical perennifolio secundario;110.0;6.3;3.3;149.6
1.5;B;Marzo;Desierto polar_roca;0.0;0.0;0.0;0.0
10.0;C;Enero;Bosque tropical perennifolio secundario;56.9;34.3;0.0;0.0
2.0;B;Julio;Desierto polar_roca;9.9;0.3;0.3;51.4
3.5;B;Febrero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
4.0;B;Febrero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
3.0;B;Agosto;Desierto polar_roca;0.0;0.0;0.0;0.0
1.8;B;Agosto;Matorral abierto;48.3;12.2;0.0;70.7
2.0;B;Agosto;Matorral abierto;0.0;0.0;0.0;0.0
100.0;D;Enero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
37.0;C;Agosto;Bosque tropical perennifolio secundario;14.5;0.0;0.0;40.1
5.7;B;Abril;Desierto polar_roca;103.9;97.8;45.7;0.0
65.0;C;Noviembre;Desierto polar_roca;0.0;0.0;0.0;0.0
3.0;B;Abril;Desierto polar_roca;164.7;139.0;79.0;109.3
4.0;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Febrero;Bosque tropical perennifolio secundario;34.7;28.1;17.3;117.8
17.0;C;Marzo;Bosque tropical perennifolio secundario;60.5;44.0;22.9;102.1
25.0;C;Mayo;Matorral abierto;11.2;9.6;7.6;161.1
25.0;C;Abril;Matorral abierto;112.1;75.8;23.1;51.4
1.0;B;Octubre;Matorral abierto;44.1;4.0;3.0;224.7
14.0;C;Abril;Matorral abierto;30.0;17.8;17.8;0.0
2.0;B;Febrero;Desierto polar_roca;24.6;11.9;5.1;0.0
1.5;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Julio;Bosque tropical perennifolio secundario;41.7;41.7;41.7;0.0
1.0;B;Septiembre;Desierto polar_roca;46.7;37.6;10.4;0.0
1.0;B;Julio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
15.0;C;Noviembre;Bosque tropical perennifolio;62.0;60.7;15.5;0.0
2.5;B;Agosto;Matorral abierto;0.0;0.0;0.0;0.0
1.5;B;Junio;Matorral abierto;37.9;7.1;6.8;182.8
1.0;B;Enero;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Octubre;Matorral abierto;90.2;1.3;0.5;0.0
1.0;B;Julio;Matorral abierto;3.0;3.0;3.0;21.0
7.0;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
1.5;B;Mayo;Pradera_estepa;48.5;4.1;0.0;0.0
5.0;B;Mayo;Pradera_estepa;46.5;18.3;0.0;40.7
1.0;B;Julio;Desierto polar_roca;4.9;1.3;0.5;0.0
80.0;C;Junio;Matorral abierto;540.9;387.3;18.2;0.0
1.5;B;Noviembre;Desierto polar_roca;29.0;4.1;0.0;0.0
2.0;B;Marzo;Bosque tropical perennifolio;159.9;73.4;57.8;0.0
17.0;C;Enero;Matorral abierto;0.0;0.0;0.0;0.0
16761.0;G;Agosto;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
22.0;C;Septiembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Septiembre;Matorral abierto;0.0;0.0;0.0;0.0
35.0;C;Febrero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Agosto;Desierto polar_roca;8.4;8.4;2.8;0.0
192.0;D;Abril;Bosque tropical perennifolio;191.3;102.9;0.0;215.0
10.49;C;Diciembre;Matorral abierto;0.0;0.0;0.0;0.0
1.3;B;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
11.0;C;Abril;Desierto polar_roca;124.4;22.6;20.0;0.0
6.0;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
3.0;B;Abril;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
4.5;B;Febrero;Desierto polar_roca;0.0;0.0;0.0;0.0
0.91;B;Abril;Pradera_estepa;71.1;35.0;25.1;0.0
6.8;B;Febrero;Bosque tropical perennifolio secundario;85.2;17.8;0.5;176.5
1.5;B;Julio;Pradera_estepa;0.0;0.0;0.0;0.0
24.0;C;Abril;Pradera_estepa;92.4;51.3;17.8;87.9
14.0;C;Diciembre;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Julio;Desierto polar_roca;2.1;0.0;0.0;0.0
2.5;B;Enero;Matorral abierto;140.0;47.2;0.0;0.0
1.0;B;Abril;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
7.0;B;Agosto;Desierto polar_roca;27.0;24.2;20.6;3.6
1.0;B;Abril;Matorral abierto;62.6;21.9;20.6;43.4
10.0;C;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
4.0;B;Abril;Desierto polar_roca;5.6;5.6;0.0;0.0
2.0;B;Mayo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Abril;Desierto polar_roca;20.7;7.4;7.4;0.0
1.0;B;Marzo;Pradera_estepa;5.1;5.1;4.6;0.0
2.2;B;Julio;Pradera_estepa;62.6;34.4;32.4;0.0
88.0;C;Abril;Desierto polar_roca;17.8;17.8;0.0;30.5
0.75;B;Septiembre;Bosque templado;1.6;0.0;0.0;0.0
3.5;B;Junio;Desierto polar_roca;4.1;2.9;0.0;0.0
0.6;B;Noviembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
4.0;B;Febrero;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Julio;Bosque tropical perennifolio;25.1;25.1;4.1;0.0
156.0;D;Abril;Matorral abierto;0.0;0.0;0.0;0.0
106.0;D;Marzo;Bosque tropical perennifolio secundario;498.5;173.7;60.0;0.0
1.64;B;Abril;Pradera_estepa;56.0;17.9;15.8;0.0
97.0;C;Octubre;Desierto polar_roca;2.0;0.0;0.0;0.0
1.0;B;Febrero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
3.0;B;Abril;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
3.0;B;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Junio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
6.0;B;Abril;Desierto polar_roca;23.8;1.6;0.3;3.3
7.0;B;Septiembre;Desierto polar_roca;10.2;9.7;0.0;94.3
1040.0;F;Junio;Matorral abierto;7.9;0.0;0.0;0.0
1.0;B;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
5.0;B;Diciembre;Bosque tropical perennifolio secundario;4.8;4.8;0.0;10.8
150.0;D;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
0.75;B;Abril;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
4.0;B;Abril;Desierto polar_roca;277.2;49.3;2.0;48.5
1.0;B;Octubre;Bosque tropical perennifolio;156.6;78.2;12.6;0.0
3.0;B;Marzo;Matorral abierto;367.8;223.2;204.0;236.4
5.0;B;Abril;Bosque tropical perennifolio;37.4;11.7;1.3;119.7
0.87;B;Octubre;Bosque tropical perennifolio secundario;62.5;4.5;0.0;0.0
10.0;C;Enero;Matorral abierto;0.0;0.0;0.0;0.0
4.0;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
4.0;B;Enero;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.5;B;Julio;Desierto polar_roca;15.8;4.9;0.0;0.0
1.0;B;Agosto;Matorral abierto;33.1;24.6;14.8;0.0
15.0;C;Septiembre;Matorral abierto;0.0;0.0;0.0;0.0
12.0;C;Noviembre;Bosque tropical perennifolio;96.2;36.1;0.0;0.0
6.0;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Noviembre;Bosque tropical perennifolio;50.1;50.1;49.6;52.1
2.0;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Enero;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Septiembre;Matorral abierto;224.5;26.6;5.3;83.9
13.0;C;Marzo;Desierto polar_roca;121.8;27.5;7.0;93.3
15.0;C;Noviembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Septiembre;Bosque tropical perennifolio secundario;14.8;14.3;5.9;58.1
1.5;B;Abril;Bosque templado;95.0;68.6;0.3;119.2
10.0;C;Septiembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
10.0;C;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
38.9;C;Julio;Pradera_estepa;11.2;1.5;0.0;0.0
0.8;B;Julio;Desierto polar_roca;11.1;4.3;2.3;0.0
1.3;B;Mayo;Bosque templado;63.7;26.7;0.5;0.0
2.0;B;Octubre;Matorral abierto;90.1;1.6;0.3;33.3
4.0;B;Enero;Matorral abierto;26.3;0.0;0.0;0.0
49.0;C;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
2.0;B;Mayo;Desierto;0.0;0.0;0.0;0.0
1.7;B;Febrero;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
10.0;C;Abril;Bosque tropical perennifolio;43.4;14.7;0.0;82.6
1.9;B;Julio;Matorral abierto;127.2;13.7;5.8;95.6
55.0;C;Diciembre;Matorral abierto;0.0;0.0;0.0;0.0
0.8;B;Julio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
0.75;B;Abril;Desierto polar_roca;59.3;18.8;2.8;0.0
1.0;B;Noviembre;Matorral abierto;33.8;26.7;0.0;14.9
10.0;C;Abril;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
5.0;B;Septiembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Octubre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Agosto;Matorral abierto;58.7;0.0;0.0;6.8
50.0;C;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Octubre;Matorral abierto;1.6;0.3;0.0;48.5
2.0;B;Agosto;Matorral abierto;21.8;0.0;0.0;11.5
2.0;B;Febrero;Bosque tropical perennifolio secundario;40.0;13.0;0.0;0.0
12.0;C;Noviembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
0.8;B;Abril;Desierto polar_roca;66.4;51.0;35.1;0.0
1.0;B;Agosto;Desierto polar_roca;0.0;0.0;0.0;0.0
3.5;B;Septiembre;Matorral abierto;0.0;0.0;0.0;0.0
5542.0;G;Agosto;Desierto polar_roca;0.0;0.0;0.0;0.0
1.25;B;Noviembre;Desierto polar_roca;0.0;0.0;0.0;0.0
5.0;B;Julio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Noviembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;27.4
1.0;B;Abril;Matorral abierto;36.0;6.7;6.4;10.8
1.0;B;Septiembre;Matorral abierto;385.1;67.2;46.8;0.0
15.0;C;Agosto;Pradera_estepa;0.0;0.0;0.0;0.0
1.0;B;Octubre;Bosque tropical perennifolio secundario;77.2;77.2;10.2;57.2
1.0;B;Junio;Matorral abierto;55.7;54.3;42.7;4.3
10.0;C;Marzo;Desierto polar_roca;2.3;0.5;0.5;0.0
0.54;B;Abril;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Marzo;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Abril;Desierto polar_roca;26.0;12.8;0.0;51.8
1.0;B;Junio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Marzo;Bosque tropical perennifolio;77.0;52.8;9.9;0.0
15.0;C;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Junio;Pradera_estepa;0.0;0.0;0.0;0.0
