area_quemada;clase_incendio;mes_incendio;vegetacion;Prec_pre_30;Prec_pre_15;Prec_pre_7;Prec_cont
5.0;B;Abril;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
4.0;B;Febrero;Pradera_estepa;2.4;1.8;1.8;0.0
2.0;B;Abril;Bosque tropical perennifolio;161.3;80.9;19.8;0.0
1.0;B;Septiembre;Matorral abierto;9.5;9.2;0.0;285.1
11.0;C;Noviembre;Bosque tropical perennifolio;72.2;19.3;0.0;68.6
100.0;D;Marzo;Bosque tropical perennifolio secundario;6.3;3.3;0.0;16.2
11.0;C;Agosto;Bosque tropical perennifolio;0.9;0.0;0.0;0.0
10.0;C;Enero;Matorral abierto;0.0;0.0;0.0;0.0
6800.0;G;Septiembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Agosto;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
0.84;B;Noviembre;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Agosto;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
12.0;C;Marzo;Bosque tropical perennifolio secundario;151.8;17.1;17.1;240.0
350.0;E;Mayo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Marzo;Bosque tropical perennifolio;20.8;13.2;2.0;40.2
2.0;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
9.0;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
15.0;C;Abril;Bosque tropical perennifolio;47.5;30.3;20.4;0.0
60.0;C;Abril;Desierto polar_roca;17.1;8.4;3.1;0.0
50.0;C;Junio;Bosque tropical perennifolio secundario;41.4;0.0;0.0;46.5
1.0;B;Julio;Pradera_estepa;0.0;0.0;0.0;0.0
1.18;B;Febrero;Matorral abierto;28.7;6.1;6.1;164.1
86.0;C;Mayo;Desierto polar_roca;21.5;21.0;13.6;64.8
2.0;B;Agosto;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Septiembre;Bosque tropical perennifolio;1.0;0.0;0.0;0.0
4.0;B;Abril;Desierto polar_roca;6.4;0.0;0.0;281.2
1.0;B;Octubre;Matorral abierto;44.9;29.0;0.3;95.9
28.0;C;Julio;Pradera_estepa;49.7;18.3;0.0;0.0
200.0;D;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Octubre;Bosque tropical perennifolio secundario;2.2;0.6;0.6;17.8
2.0;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.5;B;Abril;Pradera_estepa;29.8;29.8;16.3;0.0
7.0;B;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Febrero;Bosque tropical perennifolio secundario;5.4;4.1;2.8;0.0
1.3;B;Agosto;Pradera_estepa;1.1;1.1;1.1;0.0
6.0;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
0.67;B;Abril;Pradera_estepa;0.0;0.0;0.0;0.0
0.6;B;Abril;Pradera_estepa;0.0;0.0;0.0;0.0
1.0;B;Febrero;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
3.0;B;Septiembre;Matorral abierto;51.2;22.7;0.6;71.3
25.2;C;Julio;Desierto polar_roca;85.4;14.8;3.3;0.0
1.0;B;Abril;Matorral abierto;0.0;0.0;0.0;0.0
500.0;E;Junio;Matorral abierto;0.0;0.0;0.0;0.0
2.82;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
1.7;B;Abril;Matorral abierto;27.4;7.6;0.0;28.0
15.0;C;Marzo;Matorral abierto;19.8;9.8;0.3;0.0
5.77;B;Octubre;Desierto;23.0;5.1;2.1;49.7
4.0;B;Febrero;Bosque tropical perennifolio;8.9;5.1;0.0;81.8
8.0;B;Febrero;Desierto polar_roca;0.0;0.0;0.0;0.0
1.7;B;Agosto;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Febrero;Bosque tropical perennifolio secundario;44.0;9.0;0.0;0.0
1.0;B;Diciembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
2.5;B;Septiembre;Matorral abierto;0.0;0.0;0.0;0.0
10.0;C;Noviembre;Bosque tropical perennifolio;72.2;19.3;0.0;68.6
2.0;B;Enero;Matorral abierto;0.0;0.0;0.0;0.0
10.0;C;Septiembre;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Agosto;Matorral abierto;0.0;0.0;0.0;0.0
1.5;B;Septiembre;Desierto polar_roca;8.2;0.3;0.0;0.0
46.0;C;Julio;Bosque templado;25.7;4.1;4.1;0.0
0.58;B;Diciembre;Matorral abierto;38.6;3.6;3.1;0.0
1.0;B;Febrero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
15.0;C;Septiembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Febrero;Matorral abierto;28.0;23.1;10.4;33.3
60.0;C;Febrero;Bosque tropical perennifolio secundario;21.3;12.7;0.0;0.0
5.0;B;Abril;Desierto polar_roca;1.3;1.3;0.0;1.6
50.0;C;Agosto;Pradera_estepa;0.0;0.0;0.0;0.0
3.0;B;Febrero;Matorral abierto;21.4;4.2;0.0;37.2
1.0;B;Abril;Desierto polar_roca;70.3;65.3;45.9;115.5
15.0;C;Diciembre;Matorral abierto;119.6;100.7;58.5;16.8
2.0;B;Marzo;Matorral abierto;28.6;4.7;2.6;2.8
5.0;B;Abril;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Marzo;Bosque templado;0.0;0.0;0.0;0.0
4.0;B;Junio;Bosque tropical perennifolio;0.3;0.3;0.0;2.8
0.8;B;Febrero;Matorral abierto;25.9;25.6;25.1;0.0
1.0;B;Abril;Bosque tropical perennifolio;0.0;0.0;0.0;3.8
2.0;B;Mayo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
2.0;B;Febrero;Matorral abierto;7.7;5.4;1.8;39.6
15.0;C;Agosto;Matorral abierto;0.0;0.0;0.0;0.0
11.0;C;Enero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
3.0;B;Agosto;Desierto polar_roca;0.0;0.0;0.0;0.0
2.0;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
3.0;B;Diciembre;Matorral abierto;192.4;36.6;12.0;0.0
1.0;B;Julio;Desierto polar_roca;0.0;0.0;0.0;0.0
5.0;B;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
370.0;E;Septiembre;Pradera_estepa;0.3;0.3;0.0;0.0
1.0;B;Agosto;Bosque tropical perennifolio;17.0;0.0;0.0;0.0
2.0;B;Marzo;Matorral abierto;100.8;49.0;10.2;0.0
3.0;B;Marzo;Bosque tropical perennifolio;114.8;15.5;8.0;639.8
1.0;B;Marzo;Matorral abierto;25.5;7.6;2.3;17.3
1.0;B;Enero;Matorral abierto;0.0;0.0;0.0;0.0
1.5;B;Enero;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Agosto;Matorral abierto;6.3;6.3;6.3;51.6
4.0;B;Julio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
8.0;B;Agosto;Bosque tropical perennifolio;30.0;14.7;12.2;0.0
2.0;B;Diciembre;Bosque tropical perennifolio;79.4;41.5;15.3;3.6
2.5;B;Junio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.2;B;Octubre;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Enero;Pradera_estepa;7.2;0.0;0.0;0.0
1.0;B;Abril;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
110.0;D;Diciembre;Matorral abierto;159.2;76.4;39.8;85.4
2.3;B;Enero;Matorral abierto;0.0;0.0;0.0;0.0
0.73;B;Abril;Desierto polar_roca;18.4;12.2;11.7;0.0
2.0;B;Noviembre;Matorral abierto;13.8;13.8;13.8;80.9
1.0;B;Abril;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
5.0;B;Mayo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
250.0;D;Septiembre;Desierto polar_roca;0.0;0.0;0.0;0.0
10.0;C;Marzo;Matorral abierto;57.3;4.9;4.6;69.3
4.0;B;Febrero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
20.0;C;Marzo;Matorral abierto;0.0;0.0;0.0;27.5
4.0;B;Octubre;Bosque tropical perennifolio secundario;6.4;0.0;0.0;202.0
1.0;B;Marzo;Bosque tropical perennifolio secundario;31.0;23.5;21.7;34.3
75.0;C;Octubre;Matorral abierto;219.0;177.4;1.2;156.4
1.0;B;Septiembre;Bosque tropical perennifolio secundario;357.4;59.0;55.0;239.8
1.0;B;Enero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Marzo;Bosque tropical perennifolio secundario;33.2;17.2;0.0;64.6
1.0;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
8.0;B;Agosto;Desierto polar_roca;99.4;71.1;5.3;0.0
4.0;B;Marzo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.4;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Noviembre;Matorral abierto;4.1;4.1;4.1;4.4
30.0;C;Febrero;Matorral abierto;5.8;5.8;0.0;8.4
1.83;B;Noviembre;Matorral abierto;5.0;0.9;0.3;0.0
15.0;C;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Mayo;Pradera_estepa;54.4;18.1;5.8;32.1
2.5;B;Junio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Abril;Desierto polar_roca;8.0;6.0;6.0;31.0
6.8;B;Mayo;Matorral abierto;21.4;0.0;0.0;0.0
4.0;B;Junio;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Mayo;Bosque tropical perennifolio secundario;93.0;32.0;31.0;0.0
1.7;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
120.0;D;Agosto;Matorral abierto;0.0;0.0;0.0;0.0
6.0;B;Agosto;Desierto polar_roca;0.0;0.0;0.0;0.0
5.0;B;Marzo;Desierto polar_roca;0.0;0.0;0.0;0.0
3.0;B;Diciembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1420.0;F;Junio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Mayo;Desierto polar_roca;31.5;31.5;2.0;0.0
0.6;B;Octubre;Bosque templado;21.9;5.9;0.3;0.0
18.2;C;Noviembre;Matorral abierto;25.0;0.3;0.3;0.0
100.0;D;Junio;Matorral abierto;0.8;0.5;0.0;115.1
1.0;B;Mayo;Bosque tropical perennifolio secundario;80.4;36.2;36.2;137.4
1.0;B;Marzo;Pradera_estepa;0.0;0.0;0.0;0.0
20.0;C;Diciembre;Matorral abierto;1.6;1.1;1.1;5.2
14.0;C;Abril;Matorral abierto;0.0;0.0;0.0;0.0
25.1;C;Marzo;Bosque tropical perennifolio;74.0;55.2;0.3;99.3
5.0;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Mayo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
50.0;C;Agosto;Matorral abierto;0.0;0.0;0.0;0.0
6.0;B;Noviembre;Bosque tropical perennifolio secundario;175.7;45.5;17.3;47.1
1.0;B;Julio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
4.0;B;Junio;Bosque tropical perennifolio secundario;59.6;58.7;0.0;64.1
3.0;B;Agosto;Desierto polar_roca;49.6;0.0;0.0;54.9
1.0;B;Agosto;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
2.0;B;Abril;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Noviembre;Bosque tropical perennifolio secundario;126.0;0.0;0.0;0.0
1.0;B;Febrero;Desierto polar_roca;2.6;2.6;0.0;14.2
30.0;C;Junio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.12;B;Agosto;Matorral abierto;68.9;34.3;9.4;0.0
261.0;D;Septiembre;Matorral abierto;2.3;0.0;0.0;0.0
201.0;D;Julio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
4.0;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
3.0;B;Marzo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Octubre;Matorral abierto;0.0;0.0;0.0;0.0
4.0;B;Marzo;Desierto polar_roca;14.5;6.6;0.0;101.0
100.0;D;Julio;Desierto polar_roca;2.3;2.3;0.0;0.0
2.5;B;Febrero;Bosque tropical perennifolio;45.6;21.3;4.6;0.0
3.43;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Abril;Matorral abierto;7.2;0.0;0.0;7.6
8.0;B;Enero;Matorral abierto;5.3;0.0;0.0;0.0
1.5;B;Junio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.7;B;Marzo;Pradera_estepa;32.4;24.9;13.5;0.0
5.0;B;Febrero;Matorral abierto;176.7;56.2;23.6;0.0
33.0;C;Noviembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Abril;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Julio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
13.0;C;Marzo;Matorral abierto;131.0;49.1;49.1;0.0
2.0;B;Diciembre;Bosque tropical perennifolio;17.6;4.8;0.0;35.9
2.0;B;Marzo;Bosque tropical perennifolio secundario;105.1;86.6;47.7;0.0
3.5;B;Agosto;Matorral abierto;117.1;32.2;11.4;0.0
9.2;B;Septiembre;Pradera_estepa;248.9;245.6;245.6;0.0
3.0;B;Agosto;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
3.0;B;Octubre;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Octubre;Bosque tropical perennifolio secundario;26.5;1.3;0.0;0.3
50.0;C;Febrero;Matorral abierto;100.3;54.5;10.3;35.1
2.0;B;Septiembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
6.0;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
0.91;B;Abril;Pradera_estepa;90.2;42.0;1.6;0.0
2.0;B;Agosto;Matorral abierto;1.3;0.0;0.0;22.2
10.0;C;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Agosto;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Marzo;Desierto polar_roca;155.1;81.5;53.4;145.6
2.0;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Mayo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.0;B;Abril;Bosque tropical perennifolio secundario;90.5;69.1;31.0;0.0
10.0;C;Septiembre;Bosque tropical perennifolio secundario;26.5;22.5;0.0;371.0
35.0;C;Enero;Matorral abierto;0.0;0.0;0.0;0.0
1.05;B;Abril;Pradera_estepa;103.1;53.8;50.5;0.0
12.0;C;Mayo;Bosque tropical perennifolio;1.6;0.0;0.0;0.0
2.0;B;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
81.0;C;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
35.0;C;Abril;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
169.0;D;Junio;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Febrero;Bosque tropical perennifolio secundario;38.0;23.8;21.3;0.0
3.0;B;Enero;Bosque tropical perennifolio;32.2;19.9;18.1;253.2
2.0;B;Julio;Matorral abierto;0.0;0.0;0.0;0.0
170.0;D;Agosto;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.5;B;Julio;Matorral abierto;31.5;16.8;0.0;5.6
1.0;B;Abril;Matorral abierto;79.5;53.1;53.1;121.7
16.0;C;Junio;Bosque tropical perennifolio secundario;91.9;22.6;22.6;0.0
1.0;B;Enero;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Octubre;Matorral abierto;0.0;0.0;0.0;0.0
1.5;B;Mayo;Desierto polar_roca;59.5;14.0;4.1;0.0
3.0;B;Junio;Desierto;0.0;0.0;0.0;0.0
2.0;B;Febrero;Desierto polar_roca;56.8;21.5;0.3;22.4
1.0;B;Octubre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.2;B;Mayo;Bosque templado;109.4;20.4;12.4;0.0
2.0;B;Mayo;Desierto polar_roca;0.0;0.0;0.0;0.0
2.0;B;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
5.0;B;Abril;Bosque tropical perennifolio secundario;273.4;105.8;24.4;0.0
3.0;B;Marzo;Bosque tropical perennifolio secundario;42.3;7.4;0.0;2.6
8.0;B;Abril;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Abril;Desierto polar_roca;6.1;3.3;3.3;0.0
8.0;B;Abril;Matorral abierto;312.8;50.0;0.0;32.0
1.0;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
168.0;D;Julio;Pradera_estepa;25.4;24.4;24.4;0.0
5.0;B;Diciembre;Matorral abierto;0.0;0.0;0.0;0.0
12.5;C;Septiembre;Matorral abierto;31.5;30.7;0.0;70.9
5.0;B;Mayo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.08;B;Junio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.5;B;Octubre;Matorral abierto;27.9;0.0;0.0;0.0
2.0;B;Abril;Bosque tropical perennifolio secundario;180.2;116.0;18.0;181.3
19.0;C;Junio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Abril;Pradera_estepa;0.0;0.0;0.0;0.0
75.0;C;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
5.0;B;Mayo;Matorral abierto;31.6;4.1;0.0;249.7
20.0;C;Septiembre;Desierto polar_roca;4.6;0.8;0.0;52.1
500.0;E;Julio;Pradera_estepa;0.0;0.0;0.0;0.0
4.0;B;Noviembre;Bosque tropical perennifolio secundario;93.8;91.0;0.3;0.0
1.5;B;Abril;Bosque tropical perennifolio secundario;1.1;0.8;0.8;0.0
3.0;B;Julio;Matorral abierto;87.6;24.0;13.8;106.3
3.0;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Julio;Desierto polar_roca;7.4;0.9;0.6;0.0
1.0;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Julio;Desierto polar_roca;6.4;0.0;0.0;0.0
1.0;B;Julio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
0.9;B;Febrero;Matorral abierto;56.8;56.8;0.8;86.0
1.0;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.8
0.7;B;Octubre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.5;B;Septiembre;Bosque tropical perennifolio secundario;41.9;3.7;1.3;12.4
27.0;C;Septiembre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
0.75;B;Abril;Pradera_estepa;69.3;51.4;2.1;0.0
2.0;B;Abril;Desierto polar_roca;15.9;2.1;1.6;0.0
0.9;B;Mayo;Bosque templado;18.1;3.3;0.5;0.0
2.0;B;Agosto;Bosque tropical perennifolio secundario;16.2;3.3;0.0;0.0
2.0;B;Abril;Desierto polar_roca;175.1;17.4;5.9;82.0
5.0;B;Julio;Desierto polar_roca;0.0;0.0;0.0;0.0
25.0;C;Noviembre;Bosque tropical perennifolio;58.3;0.6;0.6;162.0
15.0;C;Julio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
8.0;B;Noviembre;Matorral abierto;87.0;45.3;3.1;0.0
1.5;B;Abril;Bosque tropical perennifolio secundario;80.6;47.2;32.0;21.9
5.0;B;Octubre;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Septiembre;Desierto polar_roca;0.0;0.0;0.0;0.0
40.0;C;Enero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
2.3;B;Abril;Desierto;39.2;25.9;15.0;0.0
5.0;B;Junio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Noviembre;Matorral abierto;0.3;0.3;0.3;0.0
2.97;B;Marzo;Matorral abierto;42.5;1.1;0.8;23.4
1.5;B;Noviembre;Pradera_estepa;2.1;1.3;0.0;8.2
49.2;C;Julio;Matorral abierto;0.0;0.0;0.0;0.0
12.0;C;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
60.0;C;Marzo;Desierto polar_roca;125.5;58.2;55.9;0.0
1.0;B;Julio;Matorral abierto;14.7;0.0;0.0;71.9
1.0;B;Abril;Pradera_estepa;0.0;0.0;0.0;0.0
2.0;B;Agosto;Bosque tropical perennifolio secundario;65.1;33.0;0.0;0.0
40.0;C;Marzo;Desierto polar_roca;0.8;0.0;0.0;0.0
0.7;B;Agosto;Pradera_estepa;11.4;0.0;0.0;0.0
212.0;D;Abril;Matorral abierto;0.0;0.0;0.0;0.0
3.0;B;Noviembre;Bosque tropical perennifolio secundario;127.3;44.2;31.8;52.6
1.0;B;Agosto;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
6.0;B;Mayo;Desierto polar_roca;38.2;1.5;0.0;54.6
4.0;B;Septiembre;Bosque tropical perennifolio;0.0;0.0;0.0;0.5
5.0;B;Mayo;Matorral abierto;0.0;0.0;0.0;0.0
13.0;C;Junio;Desierto polar_roca;134.0;74.1;14.0;0.0
2.08;B;Abril;Desierto polar_roca;38.3;35.0;0.3;0.0
6.81;B;Enero;Matorral abierto;22.6;0.0;0.0;0.0
0.96;B;Junio;Matorral abierto;6.4;5.6;5.6;0.0
601.0;E;Abril;Bosque tropical perennifolio;22.2;16.0;3.0;0.0
80.0;C;Marzo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.67;B;Abril;Desierto polar_roca;68.4;42.5;28.7;0.0
20.0;C;Noviembre;Bosque tropical perennifolio;41.4;41.4;0.0;3.1
20.0;C;Diciembre;Bosque tropical perennifolio secundario;84.2;37.1;3.3;42.9
1.5;B;Octubre;Matorral abierto;0.0;0.0;0.0;0.0
2.51;B;Abril;Desierto polar_roca;125.7;118.8;25.6;185.3
1.7;B;Julio;Matorral abierto;17.3;0.5;0.5;5.1
28.3;C;Abril;Bosque tropical perennifolio secundario;344.6;241.8;157.4;187.4
5.0;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
13.0;C;Marzo;Desierto polar_roca;37.4;23.1;23.1;0.0
2.0;B;Mayo;Matorral abierto;2.8;2.8;0.8;0.0
20.0;C;Junio;Matorral abierto;0.0;0.0;0.0;0.0
4.0;B;Agosto;Bosque tropical perennifolio secundario;11.6;6.3;0.5;168.8
1.0;B;Octubre;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
75.0;C;Junio;Matorral abierto;0.0;0.0;0.0;0.0
10.0;C;Julio;Matorral abierto;152.9;20.1;2.8;103.2
1.0;B;Abril;Pradera_estepa;20.2;6.7;6.4;64.3
1.4;B;Abril;Matorral abierto;173.8;35.6;35.6;46.4
3.5;B;Abril;Desierto polar_roca;0.0;0.0;0.0;0.0
30.0;C;Octubre;Bosque tropical perennifolio secundario;32.0;0.0;0.0;206.8
13.0;C;Junio;Matorral abierto;0.0;0.0;0.0;0.0
466.0;E;Julio;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
1.0;B;Marzo;Desierto polar_roca;32.9;0.0;0.0;78.0
1.6;B;Mayo;Desierto polar_roca;0.0;0.0;0.0;0.0
1.0;B;Abril;Desierto polar_roca;6.9;0.5;0.0;0.0
1.0;B;Marzo;Matorral abierto;43.3;5.1;0.0;10.2
4.1;B;Febrero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Marzo;Desierto polar_roca;24.1;10.7;0.0;13.7
1.0;B;Junio;Desierto polar_roca;3.1;3.1;0.0;0.0
5.22;B;Febrero;Matorral abierto;11.2;10.7;0.0;33.9
1.0;B;Agosto;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
6.0;B;Enero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
78.5;C;Septiembre;Matorral abierto;29.2;24.6;2.5;122.8
2.0;B;Julio;Pradera_estepa;60.0;43.6;0.0;0.0
1.0;B;Agosto;Bosque tropical perennifolio;23.1;16.4;12.4;62.1
12.0;C;Junio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Febrero;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
10.0;C;Marzo;Matorral abierto;50.6;4.2;0.0;66.8
25.0;C;Agosto;Matorral abierto;0.0;0.0;0.0;0.0
40.0;C;Septiembre;Bosque templado;23.2;4.5;0.0;0.0
6.0;B;Febrero;Bosque tropical perennifolio secundario;31.3;6.1;0.5;8.6
2.0;B;Julio;Bosque tropical perennifolio secundario;3.3;1.5;0.6;0.3
4.0;B;Marzo;Matorral abierto;535.6;308.3;212.7;0.0
1.0;B;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
4.0;B;Agosto;Matorral abierto;2.8;1.0;1.0;125.1
5.0;B;Julio;Desierto polar_roca;211.6;89.4;67.6;0.0
21.0;C;Marzo;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
35.0;C;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
5.0;B;Enero;Matorral abierto;0.0;0.0;0.0;0.0
3.0;B;Marzo;Bosque tropical perennifolio;11.2;1.8;0.0;0.0
45.0;C;Octubre;Desierto polar_roca;6.6;0.5;0.0;0.0
20.0;C;Marzo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
17.0;C;Junio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
3.49;B;Junio;Matorral abierto;0.0;0.0;0.0;0.0
2.0;B;Noviembre;Desierto polar_roca;0.0;0.0;0.0;0.0
5.0;B;Marzo;Desierto polar_roca;0.0;0.0;0.0;0.0
12.0;C;Mayo;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Agosto;Matorral abierto;7.4;0.0;0.0;72.7
1.5;B;Julio;Desierto polar_roca;69.6;44.2;6.3;0.0
1.0;B;Octubre;Bosque tropical perennifolio;0.0;0.0;0.0;0.0
25.0;C;Enero;Desierto polar_roca;0.0;0.0;0.0;0.0
1.8;B;Abril;Bosque tropical perennifolio secundario;294.6;58.3;14.0;0.0
1.5;B;Mayo;Bosque tropical perennifolio secundario;98.7;50.3;0.0;137.5
2.7;B;Julio;Pradera_estepa;20.6;2.2;1.6;0.0
3.0;B;Abril;Bosque tropical perennifolio;72.7;25.4;17.3;61.3
1.0;B;Mayo;Matorral abierto;21.3;0.5;0.0;91.6
4.0;B;Marzo;Bosque tropical perennifolio;52.9;33.3;3.5;0.0
5.0;B;Marzo;Desierto;0.0;0.0;0.0;0.0
1.0;B;Agosto;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Junio;Bosque tropical perennifolio;2.6;2.6;2.6;0.3
1.0;B;Marzo;Matorral abierto;0.0;0.0;0.0;0.0
10.0;C;Febrero;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Enero;Matorral abierto;0.0;0.0;0.0;0.0
1.0;B;Marzo;Matorral abierto;132.6;116.1;48.0;0.3
1.0;B;Junio;Bosque tropical perennifolio secundario;0.0;0.0;0.0;0.0
1.0;B;Abril;Pradera_estepa;0.0;0.0;0.0;0.0
50.0;C;Abril;Bosque tropical perennifolio;59.8;25.3;23.7;23.0
1.0;B;Marzo;Matorral abierto;8.2;0.3;0.3;60.2
5.1;B;Abril;Bosque tropical perennifolio secundario;338.2;188.6;104.6;288.2
150.0;D;Diciembre;Matorral abierto;0.0;0.0;0.0;0.0
